date,id,municipio,total_obitos_munocor
2020-07-08,2,AMARGOSA,2
2020-07-08,3,ANAGE,1
2020-07-08,4,APORA,1
2020-07-08,5,ARACAJU,2
2020-07-08,6,ARACI,1
2020-07-08,7,ARARIPINA,2
2020-07-08,8,BARRA DO CHOCA,2
2020-07-08,9,BARREIRAS,11
2020-07-08,10,BRUMADO,1
2020-07-08,11,CALDEIRAO GRANDE,1
2020-07-08,12,CAMACAN,4
2020-07-08,13,CAMACARI,24
2020-07-08,14,CANAVIEIRAS,1
2020-07-08,15,CANDEIAS,8
2020-07-08,16,CANDIDO SALES,1
2020-07-08,17,CANSANCAO,1
2020-07-08,18,CAPIM GROSSO,2
2020-07-08,19,CARDEAL DA SILVA,1
2020-07-08,20,CASTRO ALVES,1
2020-07-08,21,CONCEICAO DA FEIRA,1
2020-07-08,22,CONDE,1
2020-07-08,23,DIAS DAVILA,1
2020-07-08,24,EUNAPOLIS,8
2020-07-08,25,FEIRA DE SANTANA,55
2020-07-08,26,FILADELFIA,1
2020-07-08,27,FLORIANO,1
2020-07-08,28,GANDU,10
2020-07-08,29,GUAMARE*,1
2020-07-08,30,IACU,4
2020-07-08,31,IBICARAI,1
2020-07-08,32,IBIRAPITANGA,1
2020-07-08,33,IBIRATAIA,2
2020-07-08,34,IGRAPIUNA,1
2020-07-08,35,ILHEUS*,86
2020-07-08,36,IPIAU *,4
2020-07-08,37,IPIRA,1
2020-07-08,38,IRECE,1
2020-07-08,39,ITABELA,1
2020-07-08,40,ITABERABA,6
2020-07-08,41,ITABUNA,98
2020-07-08,42,ITACARE,1
2020-07-08,43,ITAJUIPE,1
2020-07-08,44,ITAMARAJU,8
2020-07-08,45,ITANHEM,1
2020-07-08,46,ITAPEBI,1
2020-07-08,47,ITAPETINGA,3
2020-07-08,48,ITUBERA,2
2020-07-08,49,JACOBINA,1
2020-07-08,50,JEQUIE*,46
2020-07-08,51,JOAO DOURADO,1
2020-07-08,52,JUAZEIRO,32
2020-07-08,53,LAURO DE FREITAS*,34
2020-07-08,54,MANOEL VITORINO,1
2020-07-08,55,MARACAS,1
2020-07-08,56,MARAGOGIPE,1
2020-07-08,57,MEDEIROS NETO,1
2020-07-08,58,MILAGRES,1
2020-07-08,59,MONTE SANTO,1
2020-07-08,60,MUCURI,2
2020-07-08,61,MULUNGU DO MORRO,1
2020-07-08,62,NAZARE,1
2020-07-08,63,NOVA IBIA,1
2020-07-08,64,NOVA VICOSA,2
2020-07-08,65,PAULO AFONSO,8
2020-07-08,66,PETROLINA,5
2020-07-08,67,PILAO ARCADO*,1
2020-07-08,68,POCOES,1
2020-07-08,69,POJUCA,1
2020-07-08,70,PORTO SEGURO,11
2020-07-08,71,PRADO,2
2020-07-08,72,REMANSO,8
2020-07-08,73,RIACHAO DO JACUIPE,1
2020-07-08,74,RIBEIRA DO POMBAL,1
2020-07-08,75,RUY BARBOSA,1
2020-07-08,76,SALVADOR*,1565
2020-07-08,77,SANTA MARIA DA VITORIA,1
2020-07-08,78,SANTA RITA DE CASSIA,1
2020-07-08,79,SANTA TERESINHA,1
2020-07-08,80,SANTALUZ,2
2020-07-08,81,SANTO ANTONIO DE JESUS,9
2020-07-08,82,SAO FELIX,3
2020-07-08,83,SAO GONCALO DOS CAMPOS,3
2020-07-08,84,SAO SEBASTIAO DO PASSE,1
2020-07-08,85,SEABRA,1
2020-07-08,86,SENHOR DO BONFIM,1
2020-07-08,87,SERRINHA,2
2020-07-08,88,SIMOES FILHO,21
2020-07-08,89,SOBRADINHO,3
2020-07-08,90,TEIXEIRA DE FREITAS,31
2020-07-08,91,TOBIAS BARRETO,1
2020-07-08,92,URUCUCA,2
2020-07-08,93,UTINGA,1
2020-07-08,94,VALENCA,18
2020-07-08,95,VALENCA,1
2020-07-08,96,VARZEA DA ROCA,1
2020-07-08,97,VERA CRUZ,1
2020-07-08,98,VITORIA DA CONQUISTA,57
2020-07-08,1,SALVADOR,40877
